,job name,posted time,job time,job address,company name,link
96,Senior Cost Accountant (Ready Mix),5 hours ago,Full Time,"Cairo, Egypt ",Elshennawy Group ,https://wuzzuf.net/jobs/p/WuQsboMMxumL-Senior-Cost-Accountant-Ready-Mix-Elshennawy-Group-Cairo-Egypt?o=97&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
97,Budget Accountant,1 day ago,Full Time,"New Cairo, Cairo, Egypt ",Reportage Egypt Real Estate Development ,https://wuzzuf.net/jobs/p/NIwNXchfB3BW-Budget-Accountant-Reportage-Egypt-Real-Estate-Development-Cairo-Egypt?o=98&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
98,Junior Accountant,1 day ago,Full Time,"Giza, Egypt ",InfoFort Egypt S.A.E. ,https://wuzzuf.net/jobs/p/aOdk0vxNyrzJ-Junior-Accountant-InfoFort-Egypt-S-A-E-Giza-Egypt?o=99&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
99,Senior Accountant Construction,8 days ago,Full Time,"Haram, Giza, Egypt ",United Engineering company ,https://wuzzuf.net/jobs/p/Zw9W8d25igRA-Senior-Accountant-Construction-United-Engineering-company-Giza-Egypt?o=100&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
100,Senior Research Analyst - Mobile Phones,13 days ago,Full Time,"Cairo, Egypt ",IDC ,https://wuzzuf.net/jobs/p/mfezdURGilqD-Senior-Research-Analyst---Mobile-Phones-IDC-Cairo-Egypt?o=101&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
101,Part Time Financial Accountant,13 days ago,Full Time,"Nasr City, Cairo, Egypt ",Keswa ,https://wuzzuf.net/jobs/p/3lYjiwQhTAF6-Part-Time-Financial-Accountant-Keswa-Cairo-Egypt?o=102&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
102,Collector-Collection Specialist,2 months ago,Part Time,"Giza, Egypt ",InfoFort Egypt S.A.E. ,https://wuzzuf.net/jobs/p/s3CwxHtvpXmw-Collector-Collection-Specialist-InfoFort-Egypt-S-A-E-Giza-Egypt?o=103&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
103,Product Owner,9 days ago,Full Time,"New Cairo, Cairo, Egypt ",Cegedim ,https://wuzzuf.net/jobs/p/V7tfqGxqfQF8-Product-Owner-Cegedim-Cairo-Egypt?o=104&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
104,[CGEG012] Product Owner,9 days ago,Full Time,"New Cairo, Cairo, Egypt ",Cegedim ,https://wuzzuf.net/jobs/p/jaojOvQUVf62-CGEG012-Product-Owner-Cegedim-Cairo-Egypt?o=105&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
105,Product Owner - Cairo,3 days ago,Full Time,"New Cairo, Cairo, Egypt ",Cegedim ,https://wuzzuf.net/jobs/p/t6L9DIIiBU1f-Product-Owner---Cairo-Cegedim-Cairo-Egypt?o=106&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
106,Financial Editor/Analyst,6 days ago,Full Time,"Mohandessin, Giza, Egypt ",Argaam ,https://wuzzuf.net/jobs/p/n9sIpP20YRDL-Financial-EditorAnalyst-Argaam-Giza-Egypt?o=107&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
107,Chief Cost Accounting,4 hours ago,Full Time,"10th of Ramadan City, Sharqia, Egypt ",Chema Foam ,https://wuzzuf.net/jobs/p/zgQdCYvESwWX-Chief-Cost-Accounting-Chema-Foam-Sharqia-Egypt?o=108&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
108,Chief Commercial Officer (CCO),1 day ago,Full Time,"Giza, Giza, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/Oju1Hir6Y9mm-Chief-Commercial-Officer-CCO-Giza-Egypt?o=109&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
109,Senior Payable Accountant,1 day ago,Full Time,"New Cairo, Cairo, Egypt ",GV Investment Group ,https://wuzzuf.net/jobs/p/seXyt47ouw79-Senior-Payable-Accountant-GV-Investment-Group-Cairo-Egypt?o=110&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
110,Accountant,2 days ago,Full Time,"Maadi, Cairo, Egypt ",RAQAMYAT ,https://wuzzuf.net/jobs/p/68mPwaJycJJO-Accountant-RAQAMYAT-Cairo-Egypt?o=111&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
111,Marketing & PR Manager / Sharqia,3 hours ago,Full Time,"Sharqia, Egypt ",International Smart for Education Services  ISES ,https://wuzzuf.net/jobs/p/4nksOp6klsbm-Marketing-PR-Manager-Sharqia-International-Smart-for-Education-Services---ISES-Sharqia-Egypt?o=112&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
112,Construction Cost Accountant,9 days ago,Full Time,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/0GSfl8RvNIlf-Construction-Cost-Accountant-Cairo-Egypt?o=113&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
113,Financial Planning And Analysis Supervisor,10 days ago,Full Time,"6th of October, Giza, Egypt ",Corona ,https://wuzzuf.net/jobs/p/tqCZp5uQhjPa-Financial-Planning-And-Analysis-Supervisor-Corona-Giza-Egypt?o=114&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
114,Financial Accountant,14 days ago,Full Time,"Giza, Egypt ",Altajamouat Investment Egypt ,https://wuzzuf.net/jobs/p/fa4YMFa1t33F-Financial-Accountant-Altajamouat-Investment-Egypt-Giza-Egypt?o=115&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
115,Business Analyst,16 days ago,Full Time,"New Cairo, Cairo, Egypt ",Target Recruitment  & HR Solutions  ,https://wuzzuf.net/jobs/p/vJjm5jLTqfmR-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=116&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
116,Budget Accountant,13 days ago,Full Time,"10th of Ramadan City, Sharqia, Egypt ",AlRowad for Plastic Pipes ,https://wuzzuf.net/jobs/p/pNhhhLmUSzXz-Budget-Accountant-Al-Rowad-for-Plastic-Pipes-Sharqia-Egypt?o=117&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
117,IT Manager,16 days ago,Full Time,"6th of October, Giza, Egypt ",AlNasser  ,https://wuzzuf.net/jobs/p/0KFVXOR2oVhH-IT-Manager-Al-Nasser-Giza-Egypt?o=118&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
118,R&D - Methodology Specialist,2 months ago,Full Time,"Quweisna, Monufya, Egypt ",Atco Pharma For Pharmaceutical Industries ,https://wuzzuf.net/jobs/p/v9JzYQPhLpYd-RD---Methodology-Specialist-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt?o=119&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
119,Accounts Payable Accountant,13 days ago,Full Time,"Sheikh Zayed, Giza, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/oPixVZRbTkXX-Accounts-Payable-Accountant-Giza-Egypt?o=120&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
120,AP Accountant,1 day ago,Full Time,"New Cairo, Cairo, Egypt ",Innovera for Education Technology ,https://wuzzuf.net/jobs/p/A6NxterxOX2e-AP-Accountant-Innovera-for-Education-Technology-Cairo-Egypt?o=121&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
121,Formulation Specialist,2 days ago,Full Time,"Quweisna, Monufya, Egypt ",Atco Pharma For Pharmaceutical Industries ,https://wuzzuf.net/jobs/p/1b3P31hAQ3qz-Formulation-Specialist-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt?o=122&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
122,General Accountant,6 days ago,Full Time,"Heliopolis, Cairo, Egypt ",Misr Elhegaz Group ,https://wuzzuf.net/jobs/p/PWAxDpqe1TDM-General-Accountant-Misr-Elhegaz-Group-Cairo-Egypt?o=123&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
123,Accounting Manager (MULTINATIONAL) (IND) - Factory,7 days ago,Full Time,"Cairo, Egypt ",Pillars ,https://wuzzuf.net/jobs/p/WMIQ7kL0kr5h-Accounting-Manager-MULTINATIONAL-IND---Factory-Pillars-Cairo-Egypt?o=124&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
124,Finance Manager,7 days ago,Full Time,"Agouza, Giza, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/RGq52GoiP5Fu-Finance-Manager-Giza-Egypt?o=125&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
125,Issuing Fraud Monitoring Senior Analyst,7 days ago,Full Time,"New Cairo, Cairo, Egypt ",Network International Egypt ,https://wuzzuf.net/jobs/p/zR4AJAwx21Y7-Issuing-Fraud-Monitoring-Senior-Analyst-Network-International--Egypt-Cairo-Egypt?o=126&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
126,AR & Collection Accountant,4 hours ago,Full Time,"New Cairo, Cairo, Egypt ",T&D Design ,https://wuzzuf.net/jobs/p/hNe7KysSXBZh-AR-Collection-Accountant-TD-Design-Cairo-Egypt?o=127&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
127,IT Manager,13 hours ago,Full Time,"Katameya, Cairo, Egypt ",Windrose Academy ,https://wuzzuf.net/jobs/p/Cn2TNcWn1JFj-IT-Manager-Windrose-Academy-Cairo-Egypt?o=128&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
128,Finance Manager,1 day ago,Full Time,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/4pZ5Zyus3atr-Finance-Manager-Cairo-Egypt?o=129&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
129,Marketing & Feasibility Study Researcher,14 days ago,Part Time,"Cairo, Egypt ",Turning Point for Consultancies and Development ,https://wuzzuf.net/jobs/p/DaxW3q9xFZkU-Marketing-Feasibility-Study-Researcher-Turning-Point-for-Consultancies-and-Development-Cairo-Egypt?o=130&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
130,System Analyst,14 days ago,Freelance / Project,"Shorouk City, Cairo, Egypt ",Simple Way Digital Solution ,https://wuzzuf.net/jobs/p/Cm1GiRcWcBec-System-Analyst-Simple-Way-Digital-Solution-Cairo-Egypt?o=131&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
131,Stock Controller & Fixed Assets Senior Accountant,8 days ago,Full Time,"Cairo, Egypt ",Mersal  ,https://wuzzuf.net/jobs/p/eTLk5iv4jaFb-Stock-Controller-Fixed-Assets-Senior-Accountant-Mersal-Cairo-Egypt?o=132&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
132,Accounts Payable Accountant,21 days ago,Full Time,"Maadi, Cairo, Egypt ",The Translation Gate ,https://wuzzuf.net/jobs/p/NZhHCKppqvFX-Accounts-Payable-Accountant-The-Translation-Gate-Cairo-Egypt?o=133&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
133,General Accountant,10 days ago,Full Time,"Nasr City, Cairo, Egypt ",Dafater ,https://wuzzuf.net/jobs/p/bUwIUDSbpbqx-General-Accountant-Dafater-Cairo-Egypt?o=134&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
134,Treasury Accountant,9 days ago,Full Time,"6th of October, Giza, Egypt ",IGIGroup ,https://wuzzuf.net/jobs/p/dyCazfp2B1O8-Treasury-Accountant-IGI-Group-Giza-Egypt?o=135&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
135,Senior Account Receivable Accountant,1 day ago,Full Time,"Maadi, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/7nqcZzxsss9G-Senior-Account-Receivable-Accountant-Cairo-Egypt?o=136&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
136,Accounts Payable Specialist,1 day ago,Full Time,"Agouza, Giza, Egypt ",Egypt Kuwait Holding ,https://wuzzuf.net/jobs/p/GYepWcMCMrgI-Accounts-Payable-Specialist-Egypt-Kuwait-Holding-Giza-Egypt?o=137&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
137,Junior Accountant,2 days ago,Full Time,"Zamalek, Cairo, Egypt ",Kashier Payment Solutions ,https://wuzzuf.net/jobs/p/NggncFGfZbua-Junior-Accountant-Kashier-Payment-Solutions-Cairo-Egypt?o=138&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
138,Accounts Receivable Accountant,2 days ago,Full Time,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/3VoECerjLQj6-Accounts-Receivable-Accountant-Cairo-Egypt?o=139&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
139,Costing Accountant,3 days ago,Full Time,"10th of Ramadan City, Sharqia, Egypt ",Powerline ,https://wuzzuf.net/jobs/p/gwCU9vH7GLAo-Costing-Accountant-Powerline-Sharqia-Egypt?o=140&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
140,Accountant,3 days ago,Full Time,"New Cairo, Cairo, Egypt ",Galaxy Furniture ,https://wuzzuf.net/jobs/p/M6yJbN1DIywA-Accountant-Galaxy-Furniture-Cairo-Egypt?o=141&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
141,Cost Accountant,3 days ago,Full Time,"6th of October, Giza, Egypt ",Marbella For Food Industry  ,https://wuzzuf.net/jobs/p/wf6IP979jfUF-Cost-Accountant-Marbella-For-Food-Industry-Giza-Egypt?o=142&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
142,Senior Business Analyst,6 days ago,Full Time,"Heliopolis, Cairo, Egypt ",United Media Services  ,https://wuzzuf.net/jobs/p/TQ24hQOL7LKM-Senior-Business-Analyst-United-Media-Services-Cairo-Egypt?o=143&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
143,Sales Support Administrator,6 days ago,Full Time,"Maadi, Cairo, Egypt ",Aman ,https://wuzzuf.net/jobs/p/ObiWkojINkoi-Sales-Support-Administrator-Aman-Cairo-Egypt?o=144&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
144,Junior Accountant - American Company,7 days ago,Full Time,"New Nozha, Cairo, Egypt ",AZLink Logistics Solutions Corp ,https://wuzzuf.net/jobs/p/FL0b1ac8bbsR-Junior-Accountant---American-Company-AZLink-Logistics-Solutions-Corp-Cairo-Egypt?o=145&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
145,Real Estate Chief Financial Officer (CFO),7 days ago,Full Time,"Mohandessin, Giza, Egypt ",Al Aliaa  ,https://wuzzuf.net/jobs/p/ovvlVv1BTtlN-Real-Estate-Chief-Financial-Officer-CFO-Al-Aliaa-Giza-Egypt?o=146&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
146,GL Accountant,7 days ago,Full Time,"Nasr City, Cairo, Egypt ",OPPO Egypt  ,https://wuzzuf.net/jobs/p/aeCwujZ7YTj9-GL-Accountant-OPPO-Egypt-Cairo-Egypt?o=147&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
147,Senior Accountant,14 days ago,Full Time,"Port Said, Egypt ",Servizon ,https://wuzzuf.net/jobs/p/xwzaQ08cJvf5-Senior-Accountant-Servizon-Port-Said-Egypt?o=148&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
148,Financial Controller,23 days ago,Full Time,"Maadi, Cairo, Egypt ",Teraz ,https://wuzzuf.net/jobs/p/rkXmB78mk3di-Financial-Controller-Teraz-Cairo-Egypt?o=149&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
149,Accountant,15 days ago,Full Time,"Heliopolis, Cairo, Egypt ",Innovinity Medical Hub ,https://wuzzuf.net/jobs/p/YKNfIcVsugOI-Accountant-Innovinity-Medical-Hub-Cairo-Egypt?o=150&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
150,Accountant,7 days ago,Full Time,"Nasr City, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/CRymnwNOGWII-Accountant-Cairo-Egypt?o=151&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
151,Senior Accounts Payable Accountant ( Import and Manufacturing ),8 days ago,Full Time,"New Cairo, Cairo, Egypt ",T&D Design ,https://wuzzuf.net/jobs/p/TLVngqLPW3Jb-Senior-Accounts-Payable-Accountant-Import-and-Manufacturing-TD-Design-Cairo-Egypt?o=152&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
152,Senior Accountant,8 days ago,Full Time,"Maadi, Cairo, Egypt ",Xceed ,https://wuzzuf.net/jobs/p/LiRkEzVBzYBU-Senior-Accountant-Xceed-Cairo-Egypt?o=153&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
153,Ecommerce Manager,13 days ago,Full Time,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/8Jdnyj2Fq60d-Ecommerce-Manager-Cairo-Egypt?o=154&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
154,Research Analyst,20 days ago,Full Time,"Haram, Giza, Egypt ",El Nour trading  ,https://wuzzuf.net/jobs/p/G3ClSnfviwMN-Research-Analyst-El-Nour-trading-Giza-Egypt?o=155&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
155,Cost Accountant - Tourism,16 days ago,Full Time,"Sheikh Zayed, Giza, Egypt ",TRAVCO GROUP ,https://wuzzuf.net/jobs/p/zA3y9BFUQ9aH-Cost-Accountant---Tourism-TRAVCO-GROUP-Giza-Egypt?o=156&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
156,Accountant,9 days ago,Full Time,"Nasr City, Cairo, Egypt ",Med Sol Life Sceinces ,https://wuzzuf.net/jobs/p/Bb5t32H9yNaZ-Accountant-Med-Sol-Life-Sceinces-Cairo-Egypt?o=157&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
157,Senior Internal Auditor,9 days ago,Full Time,"Maadi, Cairo, Egypt ",Mersal  ,https://wuzzuf.net/jobs/p/tUUjm9PaNwNZ-Senior-Internal-Auditor-Mersal-Cairo-Egypt?o=158&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
158,Internal Audit Manager,9 days ago,Full Time,"Mohandessin, Giza, Egypt ",Aur Microfinance ,https://wuzzuf.net/jobs/p/xBAmb0D74Y5z-Internal-Audit-Manager-Aur-Microfinance-Giza-Egypt?o=159&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
159,General Accountant,9 days ago,Full Time,"10th of Ramadan City, Cairo, Egypt ",Ghalioungui  ,https://wuzzuf.net/jobs/p/IsX2FdeFj5JR-General-Accountant-Ghalioungui-Cairo-Egypt?o=160&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
160,Cost Accountant,9 days ago,Full Time,"Moharam Bek, Alexandria, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/eQIEXlcHa6H6-Cost-Accountant-Alexandria-Egypt?o=161&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
161,Accountant,9 days ago,Full Time,"Abu Rawash, Giza, Egypt ",Chloride ,https://wuzzuf.net/jobs/p/SrPKsmnRg0JC-Accountant-Chloride-Giza-Egypt?o=162&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
162,Accountant,10 days ago,Full Time,"New Cairo, Cairo, Egypt ",Mobco Civil Construction ,https://wuzzuf.net/jobs/p/0i50jRbe40RW-Accountant-Mobco-Civil-Construction-Cairo-Egypt?o=163&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
163,Accounts Receivable Accountant,10 days ago,Full Time,"Maadi, Cairo, Egypt ",Centro CDX ,https://wuzzuf.net/jobs/p/oxvy8QfhCCoQ-Accounts-Receivable-Accountant-Centro-CDX-Cairo-Egypt?o=164&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
164,Senior Accountant - Real Estate,17 days ago,Shift Based,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/AyuRY2zeHbPZ-Senior-Accountant---Real-Estate-Cairo-Egypt?o=165&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
165,Internal Financial Auditor (Construction),10 days ago,Full Time,"Heliopolis, Cairo, Egypt ",Forward ContractorsReal Estate ,https://wuzzuf.net/jobs/p/cWtsPZnoxzjc-Internal-Financial-Auditor-Construction-Forward-Contractors-Real-Estate-Cairo-Egypt?o=166&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
166,Junior Accountant,10 days ago,Full Time,"Maadi, Cairo, Egypt ",KOMPASS EducationEgypt ,https://wuzzuf.net/jobs/p/kOQ6WF3AfGsS-Junior-Accountant-KOMPASS-Education-Egypt-Cairo-Egypt?o=167&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
167,Financial Controller,14 days ago,Full Time,"Alexandria, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/KVJyZiRM541I-Financial-Controller-Alexandria-Egypt?o=168&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
168,Senior Internal Audit Officer,14 days ago,Full Time,"Mohandessin, Giza, Egypt ",Seera Group ,https://wuzzuf.net/jobs/p/visAAx4DiJxS-Senior-Internal-Audit-Officer-Seera-Group-Giza-Egypt?o=169&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
169,Internal Audit,17 days ago,Full Time,"Nasr City, Cairo, Egypt ",Neisco for Modern Water Systems Production ,https://wuzzuf.net/jobs/p/CvfaPv3WyYU1-Internal-Audit-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=170&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
170,Senior Inernal Auditor,23 days ago,Full Time,"Downtown, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/fnTEZzgVQw3N-Senior-Inernal-Auditor-Cairo-Egypt?o=171&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
171,Tax Manager,15 days ago,Full Time,"Nasr City, Cairo, Egypt ",AlMohaseboon for financial & Tax consulting ,https://wuzzuf.net/jobs/p/mSEUcqPYL3vC-Tax-Manager-AlMohaseboon-for-financial-Tax-consulting-Cairo-Egypt?o=172&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
172,Collection Accountant (Construction),15 days ago,Full Time,"Sheikh Zayed, Giza, Egypt ",Leeds ,https://wuzzuf.net/jobs/p/geXQWAq08d7b-Collection-Accountant-Construction-Leeds-Giza-Egypt?o=173&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
173,Financial Manager,21 days ago,Full Time,"Nasr City, Cairo, Egypt ",Glamera ,https://wuzzuf.net/jobs/p/nZVKopq4AGH6-Financial-Manager-Glamera-Cairo-Egypt?o=174&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
174,Accountant,13 days ago,Full Time,"Sheraton, Cairo, Egypt ",BTL Industries Egypt ,https://wuzzuf.net/jobs/p/gyHHhwtsklIP-Accountant-BTL-Industries-Egypt-Cairo-Egypt?o=175&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
175,Front End Developer (Vue.js),10 days ago,Full Time,"Haram, Giza, Egypt ",Dafa ,https://wuzzuf.net/jobs/p/CVtiKoKUk3hY-Front-End-Developer-Vuejs-Dafa-Giza-Egypt?o=176&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
176,AR Accountant,13 days ago,Full Time,"Cairo, Egypt ",Elshennawy Group ,https://wuzzuf.net/jobs/p/4C6JrXZ2NPIn-AR-Accountant-Elshennawy-Group-Cairo-Egypt?o=177&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
177,Senior Software Quality Assurance Specialist,17 days ago,Full Time,"Nasr City, Cairo, Egypt ",Smart IT ,https://wuzzuf.net/jobs/p/UpR1I2cuiQQz-Senior-Software-Quality-Assurance-Specialist-Smart-IT-Cairo-Egypt?o=178&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
178,Database Administrator,17 days ago,Full Time,"Cairo, Egypt ",Aman Holding ,https://wuzzuf.net/jobs/p/3HiTMuL8w9BS-Database-Administrator-Aman-Holding-Cairo-Egypt?o=179&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
179,General Accountant,14 days ago,Full Time,"Heliopolis, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/jECz9BJwwpvs-General-Accountant-Cairo-Egypt?o=180&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
180,Deputy Internal Audit Manager,2 months ago,Full Time,"Gharbia, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/lPsO5oLde7wj-Deputy-Internal-Audit-Manager-Gharbia-Egypt?o=181&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
181,General Accountant.,15 days ago,Full Time,"Cairo, Egypt ",MCV ,https://wuzzuf.net/jobs/p/cfFqMqbM73gv-General-Accountant-MCV-Cairo-Egypt?o=182&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
182,"Financial Planning, Budgeting & Reporting Team Leader",21 days ago,Full Time,"New Cairo, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/Ylkdj54VqreD-Financial-Planning-Budgeting-Reporting-Team-Leader-Cairo-Egypt?o=183&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
183,Internal Audit Supervisor,16 days ago,Full Time,"Nasr City, Cairo, Egypt ",Smart GYM ,https://wuzzuf.net/jobs/p/XbQ8EMhenD30-Internal-Audit-Supervisor-Smart-GYM-Cairo-Egypt?o=184&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
184,Research Operations Manager,23 days ago,Full Time,"Nasr City, Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/miMYIIoOdYYO-Research-Operations-Manager-Cairo-Egypt?o=185&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
185,Accountant,16 days ago,Full Time,"New Cairo, Cairo, Egypt ",Smart vision Vr  ,https://wuzzuf.net/jobs/p/PDLAjHXAg8I9-Accountant-Smart-vision-Vr-Cairo-Egypt?o=186&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
186,Senior Software Business Analyst / Product Owner,2 months ago,Full Time,"Nasr City, Cairo, Egypt ",New Innovation Technologies ,https://wuzzuf.net/jobs/p/zPBecH8DWYir-Senior-Software-Business-Analyst-Product-Owner-New-Innovation-Technologies-Cairo-Egypt?o=187&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
187,Power BI Developer,14 days ago,Full Time,"New Cairo, Cairo, Egypt ",BITechnologies ,https://wuzzuf.net/jobs/p/KIEsf1VNGrM0-Power-BI-Developer-BI-Technologies-Cairo-Egypt?o=188&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
188,Accountant,17 days ago,Full Time,"Alsadat City, Monufya, Egypt ",MMG ,https://wuzzuf.net/jobs/p/Uwbx7HuBHO87-Accountant-MMG-Monufya-Egypt?o=189&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
189,Tax Accountant,17 days ago,Full Time,"Alexandria, Egypt ",Target Recruitment  & HR Solutions  ,https://wuzzuf.net/jobs/p/ZGzs4CYprStW-Tax-Accountant-Target-Recruitment-HR-Solutions-Alexandria-Egypt?o=190&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
190,Personnel & Payroll Manager,17 days ago,Full Time,"Cairo, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/tfyTdSgfY1G0-Personnel-Payroll-Manager-Cairo-Egypt?o=191&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
191,Cost Accountant,17 days ago,Full Time,"Smart Village, Giza, Egypt ",Al Watania Poultry ,https://wuzzuf.net/jobs/p/ewUzNsXCd2ds-Cost-Accountant-Al-Watania-Poultry-Giza-Egypt?o=192&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
192,Tax Accountant -Alexandria,22 days ago,Full Time,"San Stefano, Alexandria, Egypt ",Confidential ,https://wuzzuf.net/jobs/p/oHPxRWEluzW5-Tax-Accountant--Alexandria-Alexandria-Egypt?o=193&l=sp&t=sj&a=data analysis|search-v3|hpb|spbg
